Generation: 1 | 3.29956 0.559952  | Fitness: -2.14546
Generation: 96 | 1.86391 1.00525  | Fitness: -4.9616
Generation: 97 | 1.86391 1.00525  | Fitness: -4.9616
Generation: 98 | 1.86391 1.00525  | Fitness: -4.9616
Generation: 99 | 1.86391 1.00525  | Fitness: -4.9616
Generation: 100 | 1.86391 1.00525  | Fitness: -4.9616
Generation: 101 | 1.86391 1.00525  | Fitness: -4.9616
Generation: 102 | 1.86391 1.00525  | Fitness: -4.9616
Generation: 103 | 1.86391 1.00525  | Fitness: -4.9616
Generation: 104 | 1.86391 1.00525  | Fitness: -4.9616
Generation: 105 | 1.86388 1.00523  | Fitness: -4.96158
Generation: 106 | 1.86386 1.00521  | Fitness: -4.96157
Generation: 107 | 1.86386 1.00521  | Fitness: -4.96157
Generation: 108 | 1.86385 1.00521  | Fitness: -4.96157
Generation: 109 | 1.86381 1.00518  | Fitness: -4.96153
Generation: 110 | 1.86381 1.00518  | Fitness: -4.96153
Generation: 111 | 1.86381 1.00518  | Fitness: -4.96153
Generation: 112 | 1.86381 1.00518  | Fitness: -4.96153
Generation: 113 | 1.86378 1.00516  | Fitness: -4.96151
Generation: 114 | 1.86376 1.00514  | Fitness: -4.96149
Generation: 115 | 1.86373 1.00512  | Fitness: -4.96148
Generation: 116 | 1.86373 1.00512  | Fitness: -4.96148
Generation: 117 | 1.86373 1.00512  | Fitness: -4.96148
Generation: 118 | 1.86373 1.00512  | Fitness: -4.96148
Generation: 119 | 1.86373 1.00512  | Fitness: -4.96148
Generation: 120 | 1.86373 1.00512  | Fitness: -4.96147
Generation: 121 | 1.86239 1.00415  | Fitness: -4.96054
Generation: 122 | 1.86237 1.00413  | Fitness: -4.96053
Generation: 123 | 1.86237 1.00413  | Fitness: -4.96053
Generation: 124 | 1.86237 1.00413  | Fitness: -4.96053
Generation: 125 | 1.86237 1.00413  | Fitness: -4.96053
Generation: 126 | 1.86237 1.00413  | Fitness: -4.96053
Generation: 127 | 1.86237 1.00413  | Fitness: -4.96052
Generation: 128 | 1.86231 1.00409  | Fitness: -4.96049
Generation: 129 | 1.86229 1.00407  | Fitness: -4.96047
Generation: 130 | 1.86224 1.00404  | Fitness: -4.96044
Generation: 131 | 1.86224 1.00404  | Fitness: -4.96044
Generation: 132 | 1.86211 1.00394  | Fitness: -4.96035
Generation: 133 | 1.86205 1.0039  | Fitness: -4.96031
Generation: 134 | 1.86205 1.0039  | Fitness: -4.96031
Generation: 135 | 1.86205 1.0039  | Fitness: -4.96031
Generation: 136 | 1.86205 1.0039  | Fitness: -4.96031
Generation: 137 | 1.86198 1.00385  | Fitness: -4.96026
Generation: 138 | 1.86196 1.00383  | Fitness: -4.96025
Generation: 139 | 1.86196 1.00383  | Fitness: -4.96025
Generation: 140 | 1.86196 1.00383  | Fitness: -4.96025
Generation: 141 | 1.86196 1.00383  | Fitness: -4.96025
Generation: 142 | 1.86196 1.00383  | Fitness: -4.96025
Generation: 143 | 1.86193 1.00381  | Fitness: -4.96023
Generation: 144 | 1.86192 1.00381  | Fitness: -4.96022
Generation: 145 | 1.86192 1.00381  | Fitness: -4.96022
Generation: 146 | 1.86189 1.00379  | Fitness: -4.9602
Generation: 147 | 1.86189 1.00379  | Fitness: -4.9602
Generation: 148 | 1.86185 1.00375  | Fitness: -4.96017
Generation: 149 | 1.86185 1.00375  | Fitness: -4.96017
Generation: 150 | 1.86182 1.00374  | Fitness: -4.96015
Generation: 151 | 1.86182 1.00374  | Fitness: -4.96015
Generation: 152 | 1.86178 1.0037  | Fitness: -4.96012
Generation: 153 | 1.86177 1.0037  | Fitness: -4.96012
Generation: 154 | 1.86175 1.00369  | Fitness: -4.96011
Generation: 155 | 1.86175 1.00369  | Fitness: -4.96011
Generation: 156 | 1.86175 1.00368  | Fitness: -4.9601
Generation: 157 | 1.86175 1.00368  | Fitness: -4.9601
Generation: 158 | 1.86175 1.00368  | Fitness: -4.9601
Generation: 159 | 1.86173 1.00367  | Fitness: -4.96009
Generation: 160 | 1.8616 1.00358  | Fitness: -4.96001
Generation: 161 | 1.8616 1.00358  | Fitness: -4.96001
Generation: 162 | 1.86155 1.00354  | Fitness: -4.95997
Generation: 163 | 1.86155 1.00354  | Fitness: -4.95997
Generation: 164 | 1.8614 1.00343  | Fitness: -4.95987
Generation: 165 | 1.86136 1.0034  | Fitness: -4.95984
Generation: 166 | 1.86136 1.0034  | Fitness: -4.95984
Generation: 167 | 1.86136 1.0034  | Fitness: -4.95984
Generation: 168 | 1.86133 1.00338  | Fitness: -4.95983
Generation: 169 | 1.86128 1.00334  | Fitness: -4.95979
Generation: 170 | 1.86121 1.00329  | Fitness: -4.95975
Generation: 171 | 1.86116 1.00326  | Fitness: -4.95971
Generation: 172 | 1.86101 1.00315  | Fitness: -4.95962
Generation: 173 | 1.86101 1.00315  | Fitness: -4.95962
Generation: 174 | 1.8609 1.00307  | Fitness: -4.95955
Generation: 175 | 1.86071 1.00293  | Fitness: -4.95942
Generation: 176 | 1.86056 1.00282  | Fitness: -4.95932
Generation: 177 | 1.86056 1.00282  | Fitness: -4.95932
Generation: 178 | 1.86056 1.00282  | Fitness: -4.95932
Generation: 179 | 1.86056 1.00282  | Fitness: -4.95932
Generation: 180 | 1.86056 1.00282  | Fitness: -4.95932
Generation: 181 | 1.86054 1.0028  | Fitness: -4.95931
Generation: 182 | 1.86037 1.00268  | Fitness: -4.9592
Generation: 183 | 1.86037 1.00268  | Fitness: -4.9592
Generation: 184 | 1.86003 1.00243  | Fitness: -4.95899
Generation: 185 | 1.85896 1.00165  | Fitness: -4.95833
Generation: 186 | 1.85895 1.00164  | Fitness: -4.95832
Generation: 187 | 1.85893 1.00163  | Fitness: -4.95831
Generation: 188 | 1.85888 1.00159  | Fitness: -4.95828
Generation: 189 | 1.8588 1.00154  | Fitness: -4.95823
Generation: 190 | 1.8588 1.00154  | Fitness: -4.95823
Generation: 191 | 1.85876 1.0015  | Fitness: -4.9582
Generation: 192 | 1.85873 1.00149  | Fitness: -4.95819
Generation: 193 | 1.8587 1.00146  | Fitness: -4.95817
Generation: 194 | 1.8587 1.00146  | Fitness: -4.95817
Generation: 195 | 1.85868 1.00145  | Fitness: -4.95816
Generation: 196 | 1.85868 1.00145  | Fitness: -4.95816
Generation: 197 | 1.85868 1.00145  | Fitness: -4.95816
Generation: 198 | 1.85861 1.0014  | Fitness: -4.95812
Generation: 199 | 1.85861 1.0014  | Fitness: -4.95812
Generation: 200 | 1.85861 1.0014  | Fitness: -4.95812
