Generation: 1 | 1.87529 0.912786  | Fitness: -4.93785
Generation: 43 | 2.00731 1.00505  | Fitness: -5.16177
Generation: 44 | 2.00731 1.00505  | Fitness: -5.16177
Generation: 45 | 2.0065 1.00337  | Fitness: -5.16177
Generation: 46 | 2.00648 1.00332  | Fitness: -5.16177
Generation: 47 | 2.00721 1.00482  | Fitness: -5.16177
Generation: 48 | 2.00559 1.00366  | Fitness: -5.1619
Generation: 49 | 2.00557 1.00359  | Fitness: -5.1619
Generation: 50 | 2.00557 1.00354  | Fitness: -5.16189
Generation: 51 | 2.00557 1.00354  | Fitness: -5.16189
Generation: 52 | 2.00559 1.00355  | Fitness: -5.16189
Generation: 53 | 2.00559 1.00355  | Fitness: -5.16189
Generation: 54 | 2.00559 1.00355  | Fitness: -5.16189
Generation: 55 | 2.00562 1.00355  | Fitness: -5.16189
Generation: 56 | 2.00561 1.0035  | Fitness: -5.16188
Generation: 57 | 2.00561 1.0035  | Fitness: -5.16188
Generation: 58 | 2.00412 1.00252  | Fitness: -5.16189
Generation: 59 | 2.00414 1.00252  | Fitness: -5.16189
Generation: 60 | 2.00412 1.00249  | Fitness: -5.16188
Generation: 61 | 2.00414 1.00246  | Fitness: -5.16188
Generation: 62 | 2.0063 1.0057  | Fitness: -5.16192
Generation: 63 | 2.00626 1.00562  | Fitness: -5.16193
Generation: 64 | 2.00622 1.00554  | Fitness: -5.16193
Generation: 65 | 2.0062 1.00548  | Fitness: -5.16193
Generation: 66 | 2.00615 1.00544  | Fitness: -5.16194
Generation: 67 | 2.00456 1.0044  | Fitness: -5.16203
Generation: 68 | 2.00447 1.00429  | Fitness: -5.16203
Generation: 69 | 2.00447 1.00429  | Fitness: -5.16203
Generation: 70 | 2.0045 1.0043  | Fitness: -5.16203
Generation: 71 | 2.0045 1.0043  | Fitness: -5.16203
Generation: 72 | 2.00444 1.00433  | Fitness: -5.16203
Generation: 73 | 2.00444 1.00433  | Fitness: -5.16203
Generation: 74 | 2.00444 1.00433  | Fitness: -5.16203
Generation: 75 | 2.00436 1.00426  | Fitness: -5.16203
Generation: 76 | 2.00436 1.00426  | Fitness: -5.16203
Generation: 77 | 2.00434 1.00421  | Fitness: -5.16203
Generation: 78 | 2.00422 1.00432  | Fitness: -5.16204
Generation: 79 | 2.00419 1.00425  | Fitness: -5.16204
Generation: 80 | 2.00416 1.00423  | Fitness: -5.16204
Generation: 81 | 2.00416 1.00423  | Fitness: -5.16204
Generation: 82 | 2.00409 1.00414  | Fitness: -5.16204
Generation: 83 | 2.00409 1.00414  | Fitness: -5.16204
Generation: 84 | 2.00409 1.00414  | Fitness: -5.16204
Generation: 85 | 2.00409 1.00414  | Fitness: -5.16204
Generation: 86 | 2.00409 1.00414  | Fitness: -5.16204
Generation: 87 | 2.00409 1.00414  | Fitness: -5.16204
Generation: 88 | 2.00409 1.00414  | Fitness: -5.16204
Generation: 89 | 2.00409 1.00414  | Fitness: -5.16204
Generation: 90 | 2.00409 1.00414  | Fitness: -5.16204
Generation: 91 | 2.00409 1.00414  | Fitness: -5.16204
Generation: 92 | 2.00407 1.00412  | Fitness: -5.16204
Generation: 93 | 2.00438 1.00582  | Fitness: -5.16209
Generation: 94 | 2.00437 1.00579  | Fitness: -5.16209
Generation: 95 | 2.00434 1.00574  | Fitness: -5.16209
Generation: 96 | 2.00428 1.00583  | Fitness: -5.16209
Generation: 97 | 2.00282 1.00489  | Fitness: -5.1621
Generation: 98 | 2.00282 1.00489  | Fitness: -5.1621
Generation: 99 | 2.00285 1.0049  | Fitness: -5.1621
Generation: 100 | 2.00288 1.00492  | Fitness: -5.1621
Generation: 101 | 2.0029 1.00493  | Fitness: -5.1621
Generation: 102 | 2.00287 1.00488  | Fitness: -5.1621
Generation: 103 | 2.00294 1.00488  | Fitness: -5.1621
Generation: 104 | 2.00301 1.00489  | Fitness: -5.1621
Generation: 105 | 2.00287 1.00487  | Fitness: -5.1621
Generation: 106 | 2.00287 1.00487  | Fitness: -5.1621
Generation: 107 | 2.00302 1.00486  | Fitness: -5.1621
Generation: 108 | 2.00304 1.00486  | Fitness: -5.1621
Generation: 109 | 2.00306 1.00487  | Fitness: -5.1621
Generation: 110 | 2.00306 1.00487  | Fitness: -5.1621
Generation: 111 | 2.00308 1.00488  | Fitness: -5.1621
Generation: 112 | 2.00308 1.00488  | Fitness: -5.1621
Generation: 113 | 2.00309 1.00488  | Fitness: -5.1621
Generation: 114 | 2.00311 1.00489  | Fitness: -5.1621
Generation: 115 | 2.00311 1.00489  | Fitness: -5.1621
Generation: 116 | 2.00313 1.0049  | Fitness: -5.1621
Generation: 117 | 2.00315 1.00491  | Fitness: -5.1621
Generation: 118 | 2.00314 1.00491  | Fitness: -5.1621
Generation: 119 | 2.00316 1.00492  | Fitness: -5.1621
Generation: 120 | 2.00317 1.00493  | Fitness: -5.1621
Generation: 121 | 2.00317 1.00493  | Fitness: -5.1621
Generation: 122 | 2.00317 1.00493  | Fitness: -5.1621
Generation: 123 | 2.00317 1.00493  | Fitness: -5.1621
Generation: 124 | 2.00317 1.00493  | Fitness: -5.1621
Generation: 125 | 2.00319 1.00494  | Fitness: -5.1621
Generation: 126 | 2.00319 1.00494  | Fitness: -5.1621
Generation: 127 | 2.00319 1.00494  | Fitness: -5.1621
Generation: 128 | 2.00321 1.00495  | Fitness: -5.1621
Generation: 129 | 2.00321 1.00495  | Fitness: -5.1621
Generation: 130 | 2.00322 1.00495  | Fitness: -5.1621
Generation: 131 | 2.00322 1.00495  | Fitness: -5.1621
Generation: 132 | 2.00323 1.00496  | Fitness: -5.1621
Generation: 133 | 2.00324 1.00497  | Fitness: -5.1621
Generation: 134 | 2.00324 1.00496  | Fitness: -5.1621
Generation: 135 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 136 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 137 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 138 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 139 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 140 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 141 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 142 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 143 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 144 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 145 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 146 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 147 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 148 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 149 | 2.00325 1.00497  | Fitness: -5.1621
Generation: 150 | 2.00324 1.00497  | Fitness: -5.1621
Generation: 151 | 2.00323 1.00496  | Fitness: -5.1621
Generation: 152 | 2.00323 1.00496  | Fitness: -5.1621
Generation: 153 | 2.00322 1.00495  | Fitness: -5.1621
Generation: 154 | 2.0032 1.00494  | Fitness: -5.1621
Generation: 155 | 2.0032 1.00494  | Fitness: -5.1621
Generation: 156 | 2.00318 1.00492  | Fitness: -5.1621
Generation: 157 | 2.00318 1.00492  | Fitness: -5.1621
Generation: 158 | 2.00318 1.00492  | Fitness: -5.1621
Generation: 159 | 2.00313 1.00489  | Fitness: -5.1621
Generation: 160 | 2.00312 1.00489  | Fitness: -5.1621
Generation: 161 | 2.00312 1.00489  | Fitness: -5.1621
Generation: 162 | 2.00307 1.00486  | Fitness: -5.1621
Generation: 163 | 2.00307 1.00486  | Fitness: -5.1621
Generation: 164 | 2.00307 1.00486  | Fitness: -5.1621
Generation: 165 | 2.00304 1.00484  | Fitness: -5.1621
Generation: 166 | 2.00293 1.00476  | Fitness: -5.1621
Generation: 167 | 2.00274 1.00464  | Fitness: -5.16209
Generation: 168 | 2.00271 1.00462  | Fitness: -5.16209
Generation: 169 | 2.00271 1.00462  | Fitness: -5.16209
Generation: 170 | 2.0012 1.00363  | Fitness: -5.16197
Generation: 171 | 2.0012 1.00363  | Fitness: -5.16197
Generation: 172 | 2.0012 1.00363  | Fitness: -5.16197
Generation: 173 | 2.00104 1.00352  | Fitness: -5.16195
Generation: 174 | 2.00102 1.0035  | Fitness: -5.16195
Generation: 175 | 2.00102 1.0035  | Fitness: -5.16195
Generation: 176 | 2.00102 1.0035  | Fitness: -5.16195
Generation: 177 | 2.00073 1.00332  | Fitness: -5.16191
Generation: 178 | 2.00073 1.00332  | Fitness: -5.16191
Generation: 179 | 2.00073 1.00332  | Fitness: -5.16191
Generation: 180 | 2.00019 1.00296  | Fitness: -5.16183
Generation: 181 | 2.00005 1.00287  | Fitness: -5.1618
Generation: 182 | 1.99986 1.00274  | Fitness: -5.16177
Generation: 183 | 1.9997 1.00264  | Fitness: -5.16174
Generation: 184 | 1.9997 1.00264  | Fitness: -5.16174
Generation: 185 | 1.9997 1.00264  | Fitness: -5.16174
Generation: 186 | 1.9997 1.00264  | Fitness: -5.16174
Generation: 187 | 1.9995 1.00251  | Fitness: -5.1617
Generation: 188 | 1.99942 1.00246  | Fitness: -5.16169
Generation: 189 | 1.99942 1.00246  | Fitness: -5.16169
Generation: 190 | 1.99927 1.00236  | Fitness: -5.16166
Generation: 191 | 1.99927 1.00236  | Fitness: -5.16166
Generation: 192 | 1.99913 1.00226  | Fitness: -5.16162
Generation: 193 | 1.99912 1.00226  | Fitness: -5.16162
Generation: 194 | 1.99912 1.00226  | Fitness: -5.16162
Generation: 195 | 1.99912 1.00226  | Fitness: -5.16162
Generation: 196 | 1.99912 1.00226  | Fitness: -5.16162
Generation: 197 | 1.99912 1.00226  | Fitness: -5.16162
Generation: 198 | 1.99911 1.00225  | Fitness: -5.16162
Generation: 199 | 1.99911 1.00225  | Fitness: -5.16162
Generation: 200 | 1.99911 1.00225  | Fitness: -5.16162
