Generation: 1 | 2.44618 0.844877  | Fitness: -3.75017
Generation: 120 | 1.96322 0.969628  | Fitness: -5.11691
Generation: 121 | 1.96322 0.969628  | Fitness: -5.11691
Generation: 122 | 1.96318 0.969605  | Fitness: -5.11684
Generation: 123 | 1.96318 0.969604  | Fitness: -5.11684
Generation: 124 | 1.96318 0.969603  | Fitness: -5.11684
Generation: 125 | 1.96318 0.969603  | Fitness: -5.11684
Generation: 126 | 1.96318 0.969603  | Fitness: -5.11684
Generation: 127 | 1.96317 0.969597  | Fitness: -5.11682
Generation: 128 | 1.9631 0.969552  | Fitness: -5.11669
Generation: 129 | 1.96304 0.96951  | Fitness: -5.11658
Generation: 130 | 1.96303 0.969507  | Fitness: -5.11657
Generation: 131 | 1.96303 0.969507  | Fitness: -5.11657
Generation: 132 | 1.96295 0.969456  | Fitness: -5.11643
Generation: 133 | 1.96295 0.969456  | Fitness: -5.11643
Generation: 134 | 1.96294 0.96945  | Fitness: -5.1164
Generation: 135 | 1.96287 0.969402  | Fitness: -5.11627
Generation: 136 | 1.96282 0.96937  | Fitness: -5.11618
Generation: 137 | 1.96274 0.969315  | Fitness: -5.11603
Generation: 138 | 1.96266 0.969269  | Fitness: -5.1159
Generation: 139 | 1.96266 0.969269  | Fitness: -5.1159
Generation: 140 | 1.96256 0.969201  | Fitness: -5.1157
Generation: 141 | 1.96256 0.969201  | Fitness: -5.1157
Generation: 142 | 1.96254 0.969188  | Fitness: -5.11566
Generation: 143 | 1.96254 0.969188  | Fitness: -5.11566
Generation: 144 | 1.96254 0.969188  | Fitness: -5.11566
Generation: 145 | 1.96254 0.969188  | Fitness: -5.11566
Generation: 146 | 1.96242 0.969112  | Fitness: -5.11545
Generation: 147 | 1.96137 0.968476  | Fitness: -5.11356
Generation: 148 | 1.96133 0.968452  | Fitness: -5.11349
Generation: 149 | 1.96133 0.968449  | Fitness: -5.11348
Generation: 150 | 1.9612 0.968363  | Fitness: -5.11323
Generation: 151 | 1.96103 0.968255  | Fitness: -5.11293
Generation: 152 | 1.96088 0.968157  | Fitness: -5.11264
Generation: 153 | 1.96088 0.968157  | Fitness: -5.11264
Generation: 154 | 1.96088 0.968157  | Fitness: -5.11264
Generation: 155 | 1.96069 0.96803  | Fitness: -5.11228
Generation: 156 | 1.96069 0.96803  | Fitness: -5.11228
Generation: 157 | 1.96069 0.96803  | Fitness: -5.11228
Generation: 158 | 1.96061 0.967982  | Fitness: -5.11214
Generation: 159 | 1.9605 0.967906  | Fitness: -5.11192
Generation: 160 | 1.96034 0.967802  | Fitness: -5.11162
Generation: 161 | 1.96028 0.967764  | Fitness: -5.11151
Generation: 162 | 1.96015 0.967682  | Fitness: -5.11127
Generation: 163 | 1.96015 0.967682  | Fitness: -5.11127
Generation: 164 | 1.96012 0.967661  | Fitness: -5.11121
Generation: 165 | 1.96012 0.967661  | Fitness: -5.11121
Generation: 166 | 1.96009 0.967639  | Fitness: -5.11115
Generation: 167 | 1.96007 0.967624  | Fitness: -5.11111
Generation: 168 | 1.95988 0.967505  | Fitness: -5.11076
Generation: 169 | 1.95976 0.967425  | Fitness: -5.11053
Generation: 170 | 1.95975 0.967413  | Fitness: -5.11049
Generation: 171 | 1.95972 0.967398  | Fitness: -5.11045
Generation: 172 | 1.9596 0.96732  | Fitness: -5.11022
Generation: 173 | 1.9596 0.96732  | Fitness: -5.11022
Generation: 174 | 1.95955 0.967284  | Fitness: -5.11011
Generation: 175 | 1.95935 0.967155  | Fitness: -5.10973
Generation: 176 | 1.95932 0.967137  | Fitness: -5.10968
Generation: 177 | 1.95932 0.967136  | Fitness: -5.10968
Generation: 178 | 1.95929 0.96712  | Fitness: -5.10963
Generation: 179 | 1.95929 0.96712  | Fitness: -5.10963
Generation: 180 | 1.95929 0.96712  | Fitness: -5.10963
Generation: 181 | 1.95929 0.967118  | Fitness: -5.10963
Generation: 182 | 1.95929 0.967118  | Fitness: -5.10963
Generation: 183 | 1.95914 0.967018  | Fitness: -5.10933
Generation: 184 | 1.95909 0.966985  | Fitness: -5.10923
Generation: 185 | 1.95909 0.966984  | Fitness: -5.10923
Generation: 186 | 1.95896 0.966902  | Fitness: -5.10899
Generation: 187 | 1.95896 0.966902  | Fitness: -5.10899
Generation: 188 | 1.95896 0.966902  | Fitness: -5.10899
Generation: 189 | 1.95886 0.966834  | Fitness: -5.10879
Generation: 190 | 1.95886 0.966834  | Fitness: -5.10879
Generation: 191 | 1.95878 0.966787  | Fitness: -5.10865
Generation: 192 | 1.95872 0.966745  | Fitness: -5.10852
Generation: 193 | 1.95866 0.966703  | Fitness: -5.1084
Generation: 194 | 1.95863 0.966686  | Fitness: -5.10835
Generation: 195 | 1.95863 0.966686  | Fitness: -5.10835
Generation: 196 | 1.95863 0.966685  | Fitness: -5.10835
Generation: 197 | 1.95863 0.966685  | Fitness: -5.10834
Generation: 198 | 1.95863 0.966685  | Fitness: -5.10834
Generation: 199 | 1.95863 0.966685  | Fitness: -5.10834
Generation: 200 | 1.95863 0.966685  | Fitness: -5.10834
