Generation: 1 | 3.37337 1.02027  | Fitness: -2.78285
Generation: 155 | 1.64587 0.905641  | Fitness: -4.45906
Generation: 156 | 1.64587 0.905641  | Fitness: -4.45906
Generation: 157 | 1.64587 0.905641  | Fitness: -4.45906
Generation: 158 | 1.64587 0.905641  | Fitness: -4.45906
Generation: 159 | 1.64587 0.905639  | Fitness: -4.45904
Generation: 160 | 1.64587 0.905639  | Fitness: -4.45904
Generation: 161 | 1.64587 0.905636  | Fitness: -4.45901
Generation: 162 | 1.64584 0.905617  | Fitness: -4.45882
Generation: 163 | 1.64584 0.905617  | Fitness: -4.45882
Generation: 164 | 1.64584 0.905617  | Fitness: -4.45882
Generation: 165 | 1.64584 0.905617  | Fitness: -4.45882
Generation: 166 | 1.64584 0.905614  | Fitness: -4.45879
Generation: 167 | 1.64584 0.905614  | Fitness: -4.45879
Generation: 168 | 1.64583 0.905609  | Fitness: -4.45875
Generation: 169 | 1.64577 0.90556  | Fitness: -4.45826
Generation: 170 | 1.64577 0.905559  | Fitness: -4.45825
Generation: 171 | 1.64577 0.905559  | Fitness: -4.45825
Generation: 172 | 1.64576 0.905555  | Fitness: -4.45821
Generation: 173 | 1.64576 0.905555  | Fitness: -4.45821
Generation: 174 | 1.64576 0.905554  | Fitness: -4.45821
Generation: 175 | 1.64576 0.905554  | Fitness: -4.45821
Generation: 176 | 1.64576 0.905553  | Fitness: -4.45819
Generation: 177 | 1.64576 0.905553  | Fitness: -4.45819
Generation: 178 | 1.64576 0.905552  | Fitness: -4.45818
Generation: 179 | 1.64576 0.90555  | Fitness: -4.45817
Generation: 180 | 1.64575 0.905549  | Fitness: -4.45815
Generation: 181 | 1.64575 0.905547  | Fitness: -4.45813
Generation: 182 | 1.64575 0.905547  | Fitness: -4.45813
Generation: 183 | 1.64575 0.905545  | Fitness: -4.45811
Generation: 184 | 1.64575 0.905545  | Fitness: -4.45811
Generation: 185 | 1.64575 0.905545  | Fitness: -4.45811
Generation: 186 | 1.64575 0.905544  | Fitness: -4.45811
Generation: 187 | 1.64575 0.905544  | Fitness: -4.4581
Generation: 188 | 1.64575 0.905543  | Fitness: -4.4581
Generation: 189 | 1.64574 0.905541  | Fitness: -4.45808
Generation: 190 | 1.64574 0.905541  | Fitness: -4.45808
Generation: 191 | 1.64574 0.905541  | Fitness: -4.45807
Generation: 192 | 1.64572 0.905525  | Fitness: -4.45791
Generation: 193 | 1.64572 0.905525  | Fitness: -4.45791
Generation: 194 | 1.64572 0.905525  | Fitness: -4.45791
Generation: 195 | 1.64572 0.905525  | Fitness: -4.45791
Generation: 196 | 1.64572 0.905525  | Fitness: -4.45791
Generation: 197 | 1.64572 0.905523  | Fitness: -4.4579
Generation: 198 | 1.6457 0.905506  | Fitness: -4.45772
Generation: 199 | 1.6457 0.905506  | Fitness: -4.45772
Generation: 200 | 1.6457 0.905504  | Fitness: -4.45771
