Generation: 1 | 2.22855 0.723723  | Fitness: -4.38225
Generation: 57 | 2.00367 1.0024  | Fitness: -5.16189
Generation: 58 | 2.00367 1.0024  | Fitness: -5.16189
Generation: 59 | 2.00361 1.00237  | Fitness: -5.16189
Generation: 60 | 2.00348 1.00227  | Fitness: -5.16188
Generation: 61 | 2.00348 1.00226  | Fitness: -5.16188
Generation: 62 | 2.0034 1.00222  | Fitness: -5.16187
Generation: 63 | 2.00335 1.00218  | Fitness: -5.16187
Generation: 64 | 2.00335 1.00218  | Fitness: -5.16187
Generation: 65 | 2.00335 1.00218  | Fitness: -5.16187
Generation: 66 | 2.00327 1.00213  | Fitness: -5.16186
Generation: 67 | 2.00327 1.00213  | Fitness: -5.16186
Generation: 68 | 2.00316 1.00206  | Fitness: -5.16185
Generation: 69 | 2.00316 1.00206  | Fitness: -5.16185
Generation: 70 | 2.00316 1.00206  | Fitness: -5.16185
Generation: 71 | 2.00316 1.00206  | Fitness: -5.16185
Generation: 72 | 2.00316 1.00206  | Fitness: -5.16185
Generation: 73 | 2.00282 1.00185  | Fitness: -5.16183
Generation: 74 | 2.0027 1.00177  | Fitness: -5.16181
Generation: 75 | 2.0027 1.00177  | Fitness: -5.16181
Generation: 76 | 2.0027 1.00177  | Fitness: -5.16181
Generation: 77 | 2.00248 1.00163  | Fitness: -5.16179
Generation: 78 | 2.00248 1.00163  | Fitness: -5.16179
Generation: 79 | 2.00248 1.00163  | Fitness: -5.16179
Generation: 80 | 2.00234 1.00153  | Fitness: -5.16177
Generation: 81 | 2.00234 1.00153  | Fitness: -5.16177
Generation: 82 | 2.00234 1.00153  | Fitness: -5.16177
Generation: 83 | 2.00228 1.0015  | Fitness: -5.16177
Generation: 84 | 2.00228 1.0015  | Fitness: -5.16177
Generation: 85 | 2.0022 1.00145  | Fitness: -5.16176
Generation: 86 | 2.0022 1.00145  | Fitness: -5.16176
Generation: 87 | 2.00206 1.00136  | Fitness: -5.16174
Generation: 88 | 2.00199 1.00132  | Fitness: -5.16173
Generation: 89 | 2.00199 1.00132  | Fitness: -5.16173
Generation: 90 | 2.00196 1.0013  | Fitness: -5.16173
Generation: 91 | 2.00196 1.0013  | Fitness: -5.16173
Generation: 92 | 2.00196 1.0013  | Fitness: -5.16173
Generation: 93 | 2.00196 1.0013  | Fitness: -5.16173
Generation: 94 | 2.00185 1.00123  | Fitness: -5.16171
Generation: 95 | 2.00185 1.00123  | Fitness: -5.16171
Generation: 96 | 2.00185 1.00123  | Fitness: -5.16171
Generation: 97 | 2.00035 1.00024  | Fitness: -5.16144
Generation: 98 | 2.00034 1.00023  | Fitness: -5.16144
Generation: 99 | 2.00017 1.00012  | Fitness: -5.1614
Generation: 100 | 1.99994 0.999966  | Fitness: -5.16135
Generation: 101 | 1.99985 0.999911  | Fitness: -5.16133
Generation: 102 | 1.99985 0.999911  | Fitness: -5.16133
Generation: 103 | 1.99975 0.999847  | Fitness: -5.1613
Generation: 104 | 1.99968 0.999796  | Fitness: -5.16129
Generation: 105 | 1.9996 0.999746  | Fitness: -5.16127
Generation: 106 | 1.99958 0.999731  | Fitness: -5.16126
Generation: 107 | 1.99958 0.999731  | Fitness: -5.16126
Generation: 108 | 1.99958 0.999731  | Fitness: -5.16126
Generation: 109 | 1.99787 0.998607  | Fitness: -5.16076
Generation: 110 | 1.99787 0.998607  | Fitness: -5.16076
Generation: 111 | 1.99784 0.998589  | Fitness: -5.16075
Generation: 112 | 1.99784 0.998589  | Fitness: -5.16075
Generation: 113 | 1.99784 0.998589  | Fitness: -5.16075
Generation: 114 | 1.99784 0.998589  | Fitness: -5.16075
Generation: 115 | 1.99781 0.998564  | Fitness: -5.16073
Generation: 116 | 1.99781 0.998564  | Fitness: -5.16073
Generation: 117 | 1.99777 0.998538  | Fitness: -5.16072
Generation: 118 | 1.99775 0.998528  | Fitness: -5.16071
Generation: 119 | 1.99769 0.998486  | Fitness: -5.16069
Generation: 120 | 1.99765 0.998462  | Fitness: -5.16068
Generation: 121 | 1.99765 0.99846  | Fitness: -5.16068
Generation: 122 | 1.99765 0.99846  | Fitness: -5.16068
Generation: 123 | 1.99765 0.99846  | Fitness: -5.16068
Generation: 124 | 1.9975 0.998363  | Fitness: -5.16063
Generation: 125 | 1.99741 0.998302  | Fitness: -5.16059
Generation: 126 | 1.9974 0.9983  | Fitness: -5.16059
Generation: 127 | 1.9974 0.9983  | Fitness: -5.16059
Generation: 128 | 1.9974 0.9983  | Fitness: -5.16059
Generation: 129 | 1.9974 0.9983  | Fitness: -5.16059
Generation: 130 | 1.99728 0.998216  | Fitness: -5.16055
Generation: 131 | 1.99724 0.998193  | Fitness: -5.16053
Generation: 132 | 1.99724 0.998192  | Fitness: -5.16053
Generation: 133 | 1.99723 0.99819  | Fitness: -5.16053
Generation: 134 | 1.99705 0.998073  | Fitness: -5.16046
Generation: 135 | 1.99683 0.997925  | Fitness: -5.16038
Generation: 136 | 1.99678 0.997893  | Fitness: -5.16036
Generation: 137 | 1.99588 0.997299  | Fitness: -5.15999
Generation: 138 | 1.99588 0.997299  | Fitness: -5.15999
Generation: 139 | 1.99588 0.997299  | Fitness: -5.15999
Generation: 140 | 1.99585 0.99728  | Fitness: -5.15998
Generation: 141 | 1.99585 0.997278  | Fitness: -5.15997
Generation: 142 | 1.99585 0.997278  | Fitness: -5.15997
Generation: 143 | 1.99585 0.997278  | Fitness: -5.15997
Generation: 144 | 1.99585 0.997278  | Fitness: -5.15997
Generation: 145 | 1.99585 0.997278  | Fitness: -5.15997
Generation: 146 | 1.99581 0.997256  | Fitness: -5.15996
Generation: 147 | 1.99576 0.997221  | Fitness: -5.15994
Generation: 148 | 1.99572 0.997194  | Fitness: -5.15992
Generation: 149 | 1.99572 0.997193  | Fitness: -5.15992
Generation: 150 | 1.99568 0.99717  | Fitness: -5.1599
Generation: 151 | 1.99568 0.997169  | Fitness: -5.1599
Generation: 152 | 1.99565 0.99715  | Fitness: -5.15989
Generation: 153 | 1.99557 0.997096  | Fitness: -5.15985
Generation: 154 | 1.9955 0.997049  | Fitness: -5.15982
Generation: 155 | 1.9955 0.997049  | Fitness: -5.15982
Generation: 156 | 1.99549 0.997047  | Fitness: -5.15982
Generation: 157 | 1.99549 0.997045  | Fitness: -5.15982
Generation: 158 | 1.99549 0.997045  | Fitness: -5.15982
Generation: 159 | 1.99547 0.99703  | Fitness: -5.15981
Generation: 160 | 1.99544 0.997012  | Fitness: -5.15979
Generation: 161 | 1.99544 0.997012  | Fitness: -5.15979
Generation: 162 | 1.99532 0.996931  | Fitness: -5.15974
Generation: 163 | 1.99532 0.996931  | Fitness: -5.15974
Generation: 164 | 1.99532 0.996931  | Fitness: -5.15974
Generation: 165 | 1.99532 0.996931  | Fitness: -5.15974
Generation: 166 | 1.99531 0.996928  | Fitness: -5.15974
Generation: 167 | 1.99531 0.996928  | Fitness: -5.15974
Generation: 168 | 1.99531 0.996927  | Fitness: -5.15973
Generation: 169 | 1.99531 0.996927  | Fitness: -5.15973
Generation: 170 | 1.99522 0.99687  | Fitness: -5.15969
Generation: 171 | 1.99522 0.99687  | Fitness: -5.15969
Generation: 172 | 1.99522 0.996865  | Fitness: -5.15969
Generation: 173 | 1.99522 0.996865  | Fitness: -5.15969
Generation: 174 | 1.99522 0.996865  | Fitness: -5.15969
Generation: 175 | 1.99522 0.996865  | Fitness: -5.15969
Generation: 176 | 1.99521 0.996862  | Fitness: -5.15969
Generation: 177 | 1.99519 0.996847  | Fitness: -5.15968
Generation: 178 | 1.99516 0.996827  | Fitness: -5.15966
Generation: 179 | 1.99515 0.996822  | Fitness: -5.15966
Generation: 180 | 1.99515 0.996822  | Fitness: -5.15966
Generation: 181 | 1.99515 0.996822  | Fitness: -5.15966
Generation: 182 | 1.99515 0.996822  | Fitness: -5.15966
Generation: 183 | 1.99515 0.996822  | Fitness: -5.15966
Generation: 184 | 1.99512 0.9968  | Fitness: -5.15964
Generation: 185 | 1.99508 0.996778  | Fitness: -5.15963
Generation: 186 | 1.99505 0.996759  | Fitness: -5.15961
Generation: 187 | 1.99505 0.996759  | Fitness: -5.15961
Generation: 188 | 1.99502 0.99674  | Fitness: -5.1596
Generation: 189 | 1.99498 0.996716  | Fitness: -5.15958
Generation: 190 | 1.99498 0.996716  | Fitness: -5.15958
Generation: 191 | 1.99498 0.996716  | Fitness: -5.15958
Generation: 192 | 1.99498 0.996716  | Fitness: -5.15958
Generation: 193 | 1.99498 0.996715  | Fitness: -5.15958
Generation: 194 | 1.99496 0.9967  | Fitness: -5.15957
Generation: 195 | 1.99496 0.9967  | Fitness: -5.15957
Generation: 196 | 1.99493 0.996679  | Fitness: -5.15956
Generation: 197 | 1.9949 0.996661  | Fitness: -5.15954
Generation: 198 | 1.99485 0.996628  | Fitness: -5.15952
Generation: 199 | 1.99485 0.996628  | Fitness: -5.15952
Generation: 200 | 1.99485 0.996628  | Fitness: -5.15952
