Generation: 1 | 2.55092 0.983548  | Fitness: -2.41539
Generation: 134 | 2.05889 0.81619  | Fitness: -4.95043
Generation: 135 | 2.05889 0.81619  | Fitness: -4.95043
Generation: 136 | 2.0588 0.816144  | Fitness: -4.95037
Generation: 137 | 2.0588 0.816142  | Fitness: -4.95037
Generation: 138 | 2.05874 0.816113  | Fitness: -4.95034
Generation: 139 | 2.05874 0.816111  | Fitness: -4.95034
Generation: 140 | 2.05871 0.816094  | Fitness: -4.95032
Generation: 141 | 2.0587 0.816092  | Fitness: -4.95031
Generation: 142 | 2.0587 0.816089  | Fitness: -4.95031
Generation: 143 | 2.0587 0.816086  | Fitness: -4.95031
Generation: 144 | 2.05869 0.816083  | Fitness: -4.9503
Generation: 145 | 2.05869 0.816083  | Fitness: -4.9503
Generation: 146 | 2.05869 0.816083  | Fitness: -4.9503
Generation: 147 | 2.05857 0.816022  | Fitness: -4.95023
Generation: 148 | 2.05857 0.816022  | Fitness: -4.95023
Generation: 149 | 2.05857 0.816021  | Fitness: -4.95023
Generation: 150 | 2.05854 0.816002  | Fitness: -4.95021
Generation: 151 | 2.05854 0.816002  | Fitness: -4.95021
Generation: 152 | 2.05854 0.816  | Fitness: -4.95021
Generation: 153 | 2.05851 0.815988  | Fitness: -4.95019
Generation: 154 | 2.05851 0.815988  | Fitness: -4.95019
Generation: 155 | 2.05851 0.815986  | Fitness: -4.95019
Generation: 156 | 2.05851 0.815986  | Fitness: -4.95019
Generation: 157 | 2.05851 0.815986  | Fitness: -4.95019
Generation: 158 | 2.05851 0.815986  | Fitness: -4.95019
Generation: 159 | 2.05848 0.815972  | Fitness: -4.95017
Generation: 160 | 2.05847 0.815968  | Fitness: -4.95017
Generation: 161 | 2.05847 0.815968  | Fitness: -4.95017
Generation: 162 | 2.05847 0.815968  | Fitness: -4.95017
Generation: 163 | 2.05847 0.815966  | Fitness: -4.95016
Generation: 164 | 2.05845 0.815953  | Fitness: -4.95015
Generation: 165 | 2.05844 0.815952  | Fitness: -4.95015
Generation: 166 | 2.05844 0.815951  | Fitness: -4.95015
Generation: 167 | 2.05844 0.81595  | Fitness: -4.95014
Generation: 168 | 2.05844 0.81595  | Fitness: -4.95014
Generation: 169 | 2.05844 0.81595  | Fitness: -4.95014
Generation: 170 | 2.05844 0.81595  | Fitness: -4.95014
Generation: 171 | 2.05844 0.81595  | Fitness: -4.95014
Generation: 172 | 2.05844 0.815949  | Fitness: -4.95014
Generation: 173 | 2.05844 0.815949  | Fitness: -4.95014
Generation: 174 | 2.05843 0.815942  | Fitness: -4.95014
Generation: 175 | 2.05843 0.815942  | Fitness: -4.95014
Generation: 176 | 2.05843 0.815942  | Fitness: -4.95014
Generation: 177 | 2.05843 0.815942  | Fitness: -4.95013
Generation: 178 | 2.05843 0.815942  | Fitness: -4.95013
Generation: 179 | 2.05843 0.815942  | Fitness: -4.95013
Generation: 180 | 2.05842 0.81594  | Fitness: -4.95013
Generation: 181 | 2.05842 0.81594  | Fitness: -4.95013
Generation: 182 | 2.05842 0.815939  | Fitness: -4.95013
Generation: 183 | 2.05842 0.815939  | Fitness: -4.95013
Generation: 184 | 2.05842 0.815937  | Fitness: -4.95013
Generation: 185 | 2.05839 0.815923  | Fitness: -4.95011
Generation: 186 | 2.05839 0.815923  | Fitness: -4.95011
Generation: 187 | 2.05839 0.815923  | Fitness: -4.95011
Generation: 188 | 2.05839 0.815923  | Fitness: -4.95011
Generation: 189 | 2.05839 0.815923  | Fitness: -4.95011
Generation: 190 | 2.05839 0.815923  | Fitness: -4.95011
Generation: 191 | 2.05839 0.815923  | Fitness: -4.95011
Generation: 192 | 2.05836 0.815908  | Fitness: -4.95009
Generation: 193 | 2.05836 0.815908  | Fitness: -4.95009
Generation: 194 | 2.05836 0.815908  | Fitness: -4.95009
Generation: 195 | 2.05836 0.815908  | Fitness: -4.95009
Generation: 196 | 2.05836 0.815908  | Fitness: -4.95009
Generation: 197 | 2.05836 0.815908  | Fitness: -4.95009
Generation: 198 | 2.05836 0.815908  | Fitness: -4.95009
Generation: 199 | 2.05836 0.815908  | Fitness: -4.95009
Generation: 200 | 2.05836 0.815908  | Fitness: -4.95009
