Generation: 1 | 0.923345 0.150388  | Fitness: -2.54606
Generation: 145 | 1.99732 0.766969  | Fitness: -4.82397
Generation: 146 | 1.99732 0.766969  | Fitness: -4.82397
Generation: 147 | 1.99732 0.766969  | Fitness: -4.82396
Generation: 148 | 1.9973 0.766957  | Fitness: -4.82391
Generation: 149 | 1.99727 0.766946  | Fitness: -4.82385
Generation: 150 | 1.99725 0.766934  | Fitness: -4.82379
Generation: 151 | 1.99725 0.766934  | Fitness: -4.82379
Generation: 152 | 1.99711 0.766864  | Fitness: -4.82347
Generation: 153 | 1.99556 0.766083  | Fitness: -4.81981
Generation: 154 | 1.99556 0.766083  | Fitness: -4.81981
Generation: 155 | 1.99556 0.766082  | Fitness: -4.81981
Generation: 156 | 1.99541 0.766008  | Fitness: -4.81944
Generation: 157 | 1.99527 0.765938  | Fitness: -4.81912
Generation: 158 | 1.99527 0.765938  | Fitness: -4.81912
Generation: 159 | 1.99527 0.765938  | Fitness: -4.81912
Generation: 160 | 1.99524 0.765924  | Fitness: -4.81905
Generation: 161 | 1.99524 0.765924  | Fitness: -4.81905
Generation: 162 | 1.99522 0.765916  | Fitness: -4.81901
Generation: 163 | 1.99511 0.765858  | Fitness: -4.81874
Generation: 164 | 1.99511 0.765858  | Fitness: -4.81874
Generation: 165 | 1.99504 0.765826  | Fitness: -4.81858
Generation: 166 | 1.99501 0.765812  | Fitness: -4.81852
Generation: 167 | 1.99501 0.765812  | Fitness: -4.81852
Generation: 168 | 1.99498 0.765797  | Fitness: -4.81844
Generation: 169 | 1.99498 0.765797  | Fitness: -4.81844
Generation: 170 | 1.99498 0.765795  | Fitness: -4.81844
Generation: 171 | 1.99497 0.765794  | Fitness: -4.81843
Generation: 172 | 1.99497 0.765794  | Fitness: -4.81843
Generation: 173 | 1.99497 0.765792  | Fitness: -4.81842
Generation: 174 | 1.99497 0.765792  | Fitness: -4.81842
Generation: 175 | 1.99495 0.765779  | Fitness: -4.81836
Generation: 176 | 1.99483 0.765722  | Fitness: -4.81809
Generation: 177 | 1.99483 0.765722  | Fitness: -4.81809
Generation: 178 | 1.99478 0.765695  | Fitness: -4.81797
Generation: 179 | 1.99476 0.765686  | Fitness: -4.81792
Generation: 180 | 1.99475 0.765682  | Fitness: -4.8179
Generation: 181 | 1.99475 0.765681  | Fitness: -4.8179
Generation: 182 | 1.99472 0.765668  | Fitness: -4.81784
Generation: 183 | 1.99472 0.765668  | Fitness: -4.81784
Generation: 184 | 1.99472 0.765668  | Fitness: -4.81784
Generation: 185 | 1.99289 0.764753  | Fitness: -4.81353
Generation: 186 | 1.99289 0.764753  | Fitness: -4.81353
Generation: 187 | 1.99289 0.764753  | Fitness: -4.81353
Generation: 188 | 1.99289 0.764753  | Fitness: -4.81353
Generation: 189 | 1.99279 0.7647  | Fitness: -4.81328
Generation: 190 | 1.99279 0.7647  | Fitness: -4.81328
Generation: 191 | 1.99279 0.7647  | Fitness: -4.81328
Generation: 192 | 1.99123 0.763913  | Fitness: -4.8096
Generation: 193 | 1.99113 0.76387  | Fitness: -4.80939
Generation: 194 | 1.99113 0.76387  | Fitness: -4.80939
Generation: 195 | 1.99113 0.76387  | Fitness: -4.80939
Generation: 196 | 1.99113 0.76387  | Fitness: -4.80939
Generation: 197 | 1.99097 0.763791  | Fitness: -4.80902
Generation: 198 | 1.98956 0.763081  | Fitness: -4.80569
Generation: 199 | 1.98798 0.762283  | Fitness: -4.80198
Generation: 200 | 1.98778 0.762192  | Fitness: -4.80154
