Generation: 1 | 1.91463 1.28916  | Fitness: -4.85765
Generation: 86 | 0.315832 -0.075521  | Fitness: -1.39419
Generation: 87 | 0.315118 -0.0761787  | Fitness: -1.3928
Generation: 88 | 0.313385 -0.0667132  | Fitness: -1.39672
Generation: 89 | 0.314722 -0.066879  | Fitness: -1.39746
Generation: 90 | 0.312952 -0.0676568  | Fitness: -1.39595
Generation: 91 | 0.312952 -0.0676568  | Fitness: -1.39595
Generation: 92 | 0.312929 -0.0676949  | Fitness: -1.39591
Generation: 93 | 0.310731 -0.0678527  | Fitness: -1.39351
Generation: 94 | 0.0874739 0.482135  | Fitness: -1.37068
Generation: 95 | 0.298197 -0.0690568  | Fitness: -1.36341
Generation: 96 | 0.298197 -0.0690568  | Fitness: -1.36341
Generation: 97 | 0.29683 -0.0691605  | Fitness: -1.35854
Generation: 98 | 0.295794 -0.0694345  | Fitness: -1.3542
Generation: 99 | 0.294713 -0.0512098  | Fitness: -1.38401
Generation: 100 | 0.294713 -0.0512098  | Fitness: -1.38401
Generation: 101 | 0.294713 -0.0512098  | Fitness: -1.38401
Generation: 102 | 0.293434 -0.0513532  | Fitness: -1.38092
Generation: 103 | 0.292991 -0.0513539  | Fitness: -1.37986
Generation: 104 | 0.292066 -0.0513572  | Fitness: -1.37754
Generation: 105 | 0.291106 -0.0520599  | Fitness: -1.37378
Generation: 106 | 0.29008 -0.0524052  | Fitness: -1.37019
Generation: 107 | 0.29008 -0.0524052  | Fitness: -1.37019
Generation: 108 | 0.289154 -0.0524264  | Fitness: -1.36732
Generation: 109 | 0.288261 -0.0524469  | Fitness: -1.36442
Generation: 110 | 0.287269 -0.0525923  | Fitness: -1.36079
Generation: 111 | 0.284935 -0.0430468  | Fitness: -1.37236
Generation: 112 | 0.0788535 0.449688  | Fitness: -1.3979
Generation: 113 | 0.316103 -0.0448162  | Fitness: -1.38745
Generation: 114 | 0.318844 -0.0512541  | Fitness: -1.38927
Generation: 115 | 0.318844 -0.0512541  | Fitness: -1.38927
Generation: 116 | 0.13945 0.31454  | Fitness: -1.40863
Generation: 117 | 0.129135 0.31912  | Fitness: -1.41866
Generation: 118 | 0.129135 0.31912  | Fitness: -1.41866
Generation: 119 | 0.301327 -0.052832  | Fitness: -1.39348
Generation: 120 | 0.0785497 0.494503  | Fitness: -1.37608
Generation: 121 | 0.0785497 0.494503  | Fitness: -1.37608
Generation: 122 | 0.0682777 0.484252  | Fitness: -1.37808
Generation: 123 | 0.0909485 0.440069  | Fitness: -1.40597
Generation: 124 | 0.0902251 0.436908  | Fitness: -1.40857
Generation: 125 | 0.0888674 0.433548  | Fitness: -1.41063
Generation: 126 | 0.0888736 0.433605  | Fitness: -1.4106
Generation: 127 | 0.0924646 0.432196  | Fitness: -1.4108
Generation: 128 | 0.0924646 0.432196  | Fitness: -1.4108
Generation: 129 | 0.0919195 0.430413  | Fitness: -1.41218
Generation: 130 | 0.0919195 0.430413  | Fitness: -1.41218
Generation: 131 | 0.0919195 0.430413  | Fitness: -1.41218
Generation: 132 | 0.0908894 0.429331  | Fitness: -1.41293
Generation: 133 | 0.109186 0.366102  | Fitness: -1.42939
Generation: 134 | 0.109186 0.366102  | Fitness: -1.42939
Generation: 135 | 0.0902335 0.430972  | Fitness: -1.41206
Generation: 136 | 0.0905413 0.42933  | Fitness: -1.41292
Generation: 137 | 0.0899234 0.429321  | Fitness: -1.41284
Generation: 138 | 0.0899234 0.429321  | Fitness: -1.41284
Generation: 139 | 0.0899234 0.429321  | Fitness: -1.41284
Generation: 140 | 0.08933 0.42916  | Fitness: -1.41275
Generation: 141 | 0.0873831 0.427159  | Fitness: -1.41228
Generation: 142 | 0.0873831 0.427159  | Fitness: -1.41228
Generation: 143 | 0.0873831 0.427159  | Fitness: -1.41228
Generation: 144 | 0.0873831 0.427159  | Fitness: -1.41228
Generation: 145 | 0.0869784 0.426909  | Fitness: -1.41197
Generation: 146 | 0.0869784 0.426909  | Fitness: -1.41197
Generation: 147 | 0.0869784 0.426909  | Fitness: -1.41197
Generation: 148 | 0.0869784 0.426909  | Fitness: -1.41197
Generation: 149 | 0.0869784 0.426909  | Fitness: -1.41197
Generation: 150 | 0.0869784 0.426909  | Fitness: -1.41197
Generation: 151 | 0.0869537 0.4269  | Fitness: -1.41195
Generation: 152 | 0.0869537 0.4269  | Fitness: -1.41195
Generation: 153 | 0.0869496 0.426895  | Fitness: -1.41195
Generation: 154 | 0.0867182 0.426622  | Fitness: -1.41177
Generation: 155 | 0.0865792 0.426524  | Fitness: -1.41165
Generation: 156 | 0.0863306 0.426317  | Fitness: -1.41141
Generation: 157 | 0.0853504 0.4259  | Fitness: -1.41026
Generation: 158 | 0.0852132 0.425485  | Fitness: -1.41011
Generation: 159 | 0.085205 0.425481  | Fitness: -1.4101
Generation: 160 | 0.085205 0.425481  | Fitness: -1.4101
Generation: 161 | 0.085205 0.425481  | Fitness: -1.4101
Generation: 162 | 0.085205 0.425481  | Fitness: -1.4101
Generation: 163 | 0.0849206 0.424897  | Fitness: -1.40972
Generation: 164 | 0.0849206 0.424897  | Fitness: -1.40972
Generation: 165 | 0.0849206 0.424897  | Fitness: -1.40972
Generation: 166 | 0.084904 0.424885  | Fitness: -1.4097
Generation: 167 | 0.0846718 0.424658  | Fitness: -1.40935
Generation: 168 | 0.0846571 0.424647  | Fitness: -1.40933
Generation: 169 | 0.0846571 0.424647  | Fitness: -1.40933
Generation: 170 | 0.0843022 0.425019  | Fitness: -1.40876
Generation: 171 | 0.0841939 0.424162  | Fitness: -1.40857
Generation: 172 | 0.0841881 0.424162  | Fitness: -1.40856
Generation: 173 | 0.0841881 0.424162  | Fitness: -1.40856
Generation: 174 | 0.0837474 0.424645  | Fitness: -1.40782
Generation: 175 | 0.0837474 0.424645  | Fitness: -1.40782
Generation: 176 | 0.0837261 0.424626  | Fitness: -1.40779
Generation: 177 | 0.0837261 0.424626  | Fitness: -1.40779
Generation: 178 | 0.0837261 0.424626  | Fitness: -1.40779
Generation: 179 | 0.0836972 0.424584  | Fitness: -1.40773
Generation: 180 | 0.0836847 0.424574  | Fitness: -1.40771
Generation: 181 | 0.0832186 0.424054  | Fitness: -1.40683
Generation: 182 | 0.0832186 0.424054  | Fitness: -1.40683
Generation: 183 | 0.0832072 0.424029  | Fitness: -1.4068
Generation: 184 | 0.0831999 0.424021  | Fitness: -1.40679
Generation: 185 | 0.0831875 0.424007  | Fitness: -1.40676
Generation: 186 | 0.0831836 0.424002  | Fitness: -1.40676
Generation: 187 | 0.0831836 0.424002  | Fitness: -1.40676
Generation: 188 | 0.0831759 0.423992  | Fitness: -1.40674
Generation: 189 | 0.0831659 0.423964  | Fitness: -1.40672
Generation: 190 | 0.0831659 0.423964  | Fitness: -1.40672
Generation: 191 | 0.0831626 0.423961  | Fitness: -1.40671
Generation: 192 | 0.0831594 0.423958  | Fitness: -1.40671
Generation: 193 | 0.083159 0.423957  | Fitness: -1.40671
Generation: 194 | 0.083159 0.423957  | Fitness: -1.40671
Generation: 195 | 0.083159 0.423957  | Fitness: -1.40671
Generation: 196 | 0.083159 0.423957  | Fitness: -1.40671
Generation: 197 | 0.083159 0.423957  | Fitness: -1.40671
Generation: 198 | 0.083159 0.423957  | Fitness: -1.40671
Generation: 199 | 0.0831584 0.423956  | Fitness: -1.4067
Generation: 200 | 0.0831584 0.423956  | Fitness: -1.4067
